position,u_velocity,v_velocity
0.6497065,NaN,-0.012789768
0.6516634,NaN,-0.012969379
0.65362036,NaN,-0.013148538
0.6555773,NaN,-0.013327157
0.65753424,NaN,-0.013505338
0.6594912,NaN,-0.013683036
0.6614481,NaN,-0.013860281
0.66340506,NaN,-0.014037075
0.66536206,NaN,-0.014213429
0.667319,NaN,-0.014389262
0.66927594,NaN,-0.014564675
0.6712329,NaN,-0.014739578
0.6731898,NaN,-0.0149141215
0.67514676,NaN,-0.01508827
0.6771037,NaN,-0.0152619155
0.67906064,NaN,-0.0154351955
0.68101764,NaN,-0.015608112
0.6829746,NaN,-0.01578054
0.6849315,NaN,-0.015952699
0.68688846,NaN,-0.016124405
0.6888454,NaN,-0.016295806
0.69080234,NaN,-0.016466858
0.6927593,NaN,-0.016637536
0.6947162,NaN,-0.016807953
0.6966732,NaN,-0.016978055
0.69863015,NaN,-0.01714781
0.7005871,NaN,-0.017317364
0.70254403,NaN,-0.017486628
0.704501,NaN,-0.017655583
0.7064579,NaN,-0.017824393
0.70841485,NaN,-0.017992921
0.7103718,NaN,-0.01816121
0.7123288,NaN,-0.018329276
0.71428573,NaN,-0.018497163
0.7162427,NaN,-0.018664775
0.7181996,NaN,-0.018832263
0.72015655,NaN,-0.018999727
0.7221135,NaN,-0.019167013
0.7240704,NaN,-0.019334042
0.72602737,NaN,-0.019501066
0.72798437,NaN,-0.019667972
0.7299413,NaN,-0.019834885
0.73189825,NaN,-0.02000155
0.7338552,NaN,-0.020168211
0.7358121,NaN,-0.020334745
0.73776907,NaN,-0.020501327
0.739726,NaN,-0.020667836
0.74168295,NaN,-0.020834293
0.74363995,NaN,-0.021000564
0.7455969,NaN,-0.021166941
0.7475538,NaN,-0.021333214
0.74951077,NaN,-0.021499513
0.7514677,NaN,-0.021665778
0.75342464,NaN,-0.021832095
0.7553816,NaN,-0.021998324
0.7573385,NaN,-0.022164585
0.7592955,NaN,-0.02233074
0.76125246,NaN,-0.022496892
0.7632094,NaN,-0.022663027
0.76516634,NaN,-0.02282912
0.7671233,NaN,-0.02299523
0.7690802,NaN,-0.02316118
0.77103716,NaN,-0.023327012
0.7729941,NaN,-0.023492735
0.7749511,NaN,-0.02365835
0.77690804,NaN,-0.023823867
0.778865,NaN,-0.023989217
0.7808219,NaN,-0.024154447
0.78277886,NaN,-0.02431928
0.7847358,NaN,-0.024484076
0.78669274,NaN,-0.024648754
0.7886497,NaN,-0.024812996
0.7906067,NaN,-0.024977103
0.7925636,NaN,-0.025140846
0.79452056,NaN,-0.025304316
0.7964775,NaN,-0.025467427
0.79843444,NaN,-0.02563021
0.8003914,NaN,-0.025792649
0.8023483,NaN,-0.025954869
0.80430526,NaN,-0.026116591
0.80626225,NaN,-0.026278028
0.8082192,NaN,-0.026439195
0.81017613,NaN,-0.02660007
0.8121331,NaN,-0.02676062
0.81409,NaN,-0.026921015
0.81604695,NaN,-0.02708128
0.8180039,NaN,-0.02724149
0.81996083,NaN,-0.027401788
0.82191783,NaN,-0.027562393
0.8238748,NaN,-0.02772328
0.8258317,NaN,-0.027884645
0.82778865,NaN,-0.028046643
0.8297456,NaN,-0.02820953
0.83170253,NaN,-0.028373595
0.83365947,NaN,-0.02853918
0.8356164,NaN,-0.028706636
0.8375734,NaN,-0.028876247
0.83953035,NaN,-0.029048583
0.8414873,NaN,-0.029224
0.8434442,NaN,-0.029403083
0.84540117,NaN,-0.029586447
0.8473581,NaN,-0.029774597
0.84931505,NaN,-0.029968446
0.851272,NaN,-0.03016853
0.853229,NaN,-0.030375738
0.8551859,NaN,-0.03059089
0.85714287,NaN,-0.030814875
0.8590998,NaN,-0.031048601
0.86105675,NaN,-0.031293247
0.8630137,NaN,-0.031549588
0.8649706,NaN,-0.031818796
0.86692756,NaN,-0.032101832
0.86888456,NaN,-0.032399856
0.8708415,NaN,-0.03271393
0.87279844,NaN,-0.0330448
0.8747554,NaN,-0.033393677
0.8767123,NaN,-0.033761222
0.87866926,NaN,-0.034148324
0.8806262,NaN,-0.034555428
0.88258314,NaN,-0.034983132
0.88454014,NaN,-0.03543148
0.8864971,NaN,-0.035900522
0.888454,NaN,-0.036390033
0.89041096,NaN,-0.036899306
0.8923679,NaN,-0.037427373
0.89432484,NaN,-0.037972704
0.8962818,NaN,-0.03853351
0.8982387,NaN,-0.039107494
0.9001957,NaN,-0.03969176
0.90215266,NaN,-0.04028307
0.9041096,NaN,-0.04087735
0.90606654,NaN,-0.041470192
0.9080235,NaN,-0.042056352
0.9099804,NaN,-0.042630207
0.91193736,NaN,-0.04318548
0.9138943,NaN,-0.043715507
0.9158513,NaN,-0.04421297
0.91780823,NaN,-0.044670396
0.9197652,NaN,-0.045079704
0.9217221,NaN,-0.045432746
0.92367905,NaN,-0.04572127
0.925636,NaN,-0.045936882
0.92759293,NaN,-0.046071548
0.9295499,NaN,-0.046117395
0.9315069,NaN,-0.046066985
0.9334638,NaN,-0.04591346
0.93542075,NaN,-0.045650903
0.9373777,NaN,-0.04527411
0.93933463,NaN,-0.044779014
0.9412916,NaN,-0.044162594
0.9432485,NaN,-0.043423086
0.94520545,NaN,-0.042560346
0.94716245,NaN,-0.041575465
0.9491194,NaN,-0.040470865
0.9510763,NaN,-0.03925067
0.95303327,NaN,-0.037920196
0.9549902,NaN,-0.036486335
0.95694715,NaN,-0.03495691
0.9589041,NaN,-0.03334129
0.960861,NaN,-0.03164958
0.962818,NaN,-0.029893033
0.96477497,NaN,-0.028083472
0.9667319,NaN,-0.026233053
0.96868885,NaN,-0.024354588
0.9706458,NaN,-0.022460967
0.9726027,NaN,-0.020565065
0.97455966,NaN,-0.018679356
0.9765166,NaN,-0.016816188
0.9784736,NaN,-0.01498722
0.98043054,NaN,-0.013203549
0.9823875,NaN,-0.011475142
0.9843444,NaN,-0.009811783
0.98630136,NaN,-0.0082214875
0.9882583,NaN,-0.006711869
0.99021524,NaN,-0.0052891173
0.9921722,NaN,-0.0039584213
0.9941292,NaN,-0.0027238042
0.9960861,NaN,-0.0015884374
0.99804306,NaN,-0.0005537596
1,NaN,NaN
